,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,1484,1506,1510,1585,1589,1615,CSA-3-S-055,CSA-3-S-090,CSA-3-S-30,CSA-3-S-31
ENSG00000212807,80.54927586,1.027986944,0.346464152,2.967080257,0.003006425,0.022382997,OR2A42,122.2625013,116.7609707,75.21701877,126.2245865,99.97285193,64.81757108,21.96703987,50.59613552,73.99301498,53.68106792
ENSG00000110318,2178.347147,1.028163073,0.314675507,3.267375598,0.001085496,0.011189013,CEP126,2832.254164,3980.175441,2068.468016,2623.451806,3054.342993,1212.746149,1102.976633,2627.963279,1152.623586,1128.469406
ENSG00000228653,82.79817544,1.028331941,0.283593072,3.626082726,0.000287753,0.004649281,HNRNPCP7,109.7474421,143.0894248,105.9876174,79.77393868,116.5200826,68.57511144,42.77791974,68.81074431,39.60189534,53.09757805
ENSG00000232593,619.9332575,1.02913819,0.281595131,3.654673238,0.00025751,0.004289689,KANTR,789.4114257,1007.349551,837.6440726,637.1817127,889.4136482,559.8735125,225.4511986,529.2355775,387.6817123,336.0901644
ENSG00000133056,1031.982328,1.029916248,0.33307998,3.092098922,0.001987466,0.016936656,PIK3C2B,1295.789974,1897.938131,1972.737265,944.1599072,868.0401419,1324.532974,456.6831972,721.5008925,453.3374862,385.1033133
ENSG00000173531,164.2304071,1.030907157,0.331966908,3.105451575,0.001899887,0.016407154,MST1,151.1434071,354.8617736,365.8282276,112.0874328,154.4408195,150.3016141,114.4598393,103.2161165,58.36068787,77.60415254
ENSG00000261336,55.82686984,1.03283528,0.364477645,2.83374109,0.004600659,0.030003781,EIF4BP5,74.12765827,99.59023968,100.8591843,45.44085115,55.15743555,60.12064564,11.56159993,32.38152673,41.68620562,37.3433516
ENSG00000128596,381.8800828,1.033915701,0.385596194,2.681343114,0.007332729,0.040983727,CCDC136,313.8391766,894.0227263,565.8371184,456.4281049,378.5179014,271.4822905,143.3638391,451.3175288,124.0164617,219.9756805
ENSG00000180881,324.0764278,1.035537188,0.289674292,3.574832893,0.000350452,0.00524446,CAPS2,381.2279568,424.6894129,461.5589788,407.9578636,499.1747917,266.785365,98.27359941,274.2310545,211.5574935,215.3077616
ENSG00000211452,70.25102692,1.036278125,0.34477421,3.005671813,0.002649948,0.020512844,DIO1,85.6800206,104.1691013,150.4340375,68.66617507,64.80998677,85.48404302,38.15327977,28.33383589,45.85482619,30.92496304
ENSG00000233101,67.1031228,1.036493976,0.304203949,3.407233791,0.000656249,0.007936219,HOXB-AS3,88.56811118,80.13007791,105.9876174,88.86210891,86.87296099,59.18126055,23.12319986,40.47690842,55.23422245,42.59476042
ENSG00000205683,122.8352386,1.03698041,0.346371414,2.99383947,0.002754908,0.021110494,DPF3,145.367226,214.0617795,235.9079225,99.96987252,136.514653,142.7865334,49.7148797,98.15650291,56.27637759,49.59663884
ENSG00000171368,377.9257959,1.04186464,0.37388595,2.786584088,0.00532668,0.0330396,TPPP,459.2064025,665.0796466,611.9930163,351.4092489,465.3908624,297.7850729,146.8323191,243.8733732,426.2414525,111.4465649
ENSG00000248671,61.95840085,1.042999291,0.356106132,2.928900118,0.003401637,0.024410882,ALG1L9P,88.56811118,129.35284,64.96015257,48.47024122,84.11508921,36.63601844,54.33951967,41.48883113,44.81267105,26.84053396
ENSG00000234557,45.41607433,1.043943072,0.399954752,2.610152944,0.009050175,0.047440489,PPIAP90,51.98563047,45.78861595,112.8255281,50.48983461,46.88382022,37.57540353,28.90399983,37.44114028,27.09603366,15.17073659
ENSG00000084636,4768.393013,1.04449719,0.325548017,3.20842744,0.00133463,0.012926145,COL16A1,3714.084488,12328.58484,10027.79618,3306.07437,4272.632851,3391.180168,2375.908786,3516.431419,2514.720354,2236.516667
ENSG00000009694,1329.964089,1.044533559,0.236059508,4.424873916,9.65E-06,0.000466984,TENM1,1736.705137,2066.211295,2088.981748,1227.912778,1860.873982,810.6893311,608.1401563,1011.92271,983.7944527,904.4092965
ENSG00000186868,170.1539098,1.044840767,0.387588127,2.695750192,0.007023031,0.039756908,MAPT,156.9195883,239.2455183,425.6599471,128.2441799,211.6666589,190.6951729,82.0873595,146.728793,47.93913647,72.35274372
ENSG00000128833,756.8146705,1.045285536,0.321498468,3.251292434,0.001148816,0.011601021,MYO5C,1012.757097,903.1804495,1295.784096,837.1214578,1041.786064,744.9323749,216.2019187,633.4636167,496.0658469,386.853783
ENSG00000247982,74.24439908,1.045375514,0.382547734,2.732666855,0.006282384,0.036807758,LINC00926,82.79193001,125.9186939,138.4676936,74.72495522,82.04668538,79.84773249,54.33951967,52.61998094,31.26465422,20.4221454
ENSG00000197363,152.8434637,1.045698716,0.389827387,2.682466012,0.007308158,0.040904278,ZNF517,185.8004941,262.1398263,345.3144952,92.90129568,162.0249669,115.5443658,106.3667194,123.4545707,91.70965237,43.17825028
ENSG00000123191,477.9776556,1.047860545,0.273294995,3.834173928,0.000125987,0.002630022,ATP7B,675.8131962,808.1690714,688.9195128,383.722743,671.5417778,325.9666256,264.7606384,433.10292,275.1289571,252.6511131
ENSG00000257150,68.86080793,1.048268752,0.391749584,2.675864364,0.00745368,0.041457413,PGAM1P5,140.5537417,100.7349551,95.73075116,42.41146107,84.11508921,58.24187547,64.74495961,32.38152673,41.68620562,28.0075137
ENSG00000162997,86.86091086,1.050513628,0.36973255,2.841279808,0.004493287,0.029529295,PRORSD1P,144.4045291,90.43251649,100.8591843,91.89149899,154.4408195,107.0899001,34.68479979,47.56036739,55.23422245,42.01127055
ENSG00000126215,1214.977344,1.050655918,0.335872809,3.128136275,0.001759186,0.015624313,XRCC3,1004.092826,2534.399893,2971.072241,905.7876329,1110.04339,995.7481935,804.6873551,844.9554632,492.9393815,486.0470606
ENSG00000228784,113.9590495,1.050735497,0.296036316,3.549346616,0.000386188,0.005618485,LINC00954,180.9870098,151.1024326,85.47388496,175.7046244,179.2616655,77.02957723,49.7148797,93.09688936,66.697929,80.52160188
ENSG00000160953,1500.524516,1.053750529,0.297425866,3.542901435,0.000395751,0.005718529,PWWP3A,1720.33929,2892.695812,2996.714407,1370.294111,1336.878344,1303.866502,715.6630357,1256.808006,740.972305,671.013349
ENSG00000236901,137.1014995,1.054352492,0.376028281,2.803918071,0.005048573,0.031947361,MIR600HG,165.58386,209.482918,311.1249413,125.2147898,119.9674223,185.0588624,85.55583948,58.6915172,67.74008414,42.59476042
ENSG00000142627,372.619751,1.056032944,0.272517681,3.875098825,0.000106581,0.002348258,EPHA2,424.5493155,607.8438767,591.4792839,388.7717265,487.4538367,436.814066,217.3580787,227.6826098,136.5223234,207.7223933
ENSG00000188649,269.3374033,1.056174062,0.301315124,3.505214237,0.00045624,0.006264025,CC2D2B,454.3929182,267.8634033,429.0789025,328.1839249,338.5287607,259.2702843,124.8652792,208.4560783,167.7869776,114.9475041
ENSG00000100399,50.0602693,1.059802641,0.337079932,3.144069229,0.00166616,0.01502343,CHADL,39.47057129,81.2747933,133.3392605,37.36247761,55.15743555,36.63601844,31.21631981,28.33383589,23.96956823,33.84241238
ENSG00000177721,129.7995654,1.062350511,0.285534302,3.720570541,0.000198773,0.003588994,ANXA2R,196.3901596,242.6796645,174.3667253,118.146213,148.235608,107.0899001,69.36959958,83.98958496,95.87827294,61.84992608
ENSG00000139910,2283.358403,1.06471484,0.31830045,3.344999477,0.000822827,0.009231645,NOVA1,4039.476027,3617.30066,1080.389906,2659.804487,4095.439589,1157.322429,1759.675509,1824.496647,1362.096769,1237.582012
ENSG00000226711,316.9523005,1.065548081,0.288625845,3.691797181,0.000222675,0.003877303,FAM66C,455.3556151,453.3072979,449.5926349,316.0663646,468.1487342,244.2401229,116.7721593,296.4933541,154.2389608,215.3077616
ENSG00000174827,48.82365384,1.067618594,0.379896543,2.810287733,0.004949723,0.031501117,PDZK1,66.42608338,72.11707012,123.0823943,41.40166438,33.78392927,39.4541737,27.74783983,31.36960402,31.26465422,21.58912514
ENSG00000158286,220.3942132,1.068777391,0.390274563,2.738526905,0.006171511,0.036347841,RNF207,283.9955739,329.6780348,569.2560738,147.4303171,183.3984732,287.451837,75.15039955,127.5022615,127.1429272,72.93623359
ENSG00000140254,74.3190179,1.070057254,0.342696465,3.122463646,0.001793443,0.015821995,DUOXA1,94.34429234,167.1284482,100.8591843,72.70536183,71.70466621,46.02986932,67.05727959,38.45306299,51.06560189,33.84241238
ENSG00000075826,363.1540535,1.071800937,0.348082081,3.079161488,0.002075841,0.017411601,SEC31B,423.5866187,702.8552548,600.0266724,396.8501,344.7339722,424.6020599,86.71199948,271.1952864,214.683959,166.2946126
ENSG00000271639,84.64226287,1.0718842,0.306221825,3.500352073,0.000464644,0.006328953,PPFIA1P1,150.1807103,103.0243859,131.6297828,82.80332876,105.4885955,51.66617985,39.30943976,40.47690842,67.74008414,74.10321333
ENSG00000270580,81.88245893,1.07295438,0.345874433,3.102150019,0.001921206,0.016547571,PKD1P6-NPIPP1,67.38878024,235.8113721,160.6909037,45.44085115,69.63626238,64.81757108,31.21631981,56.66767178,32.30680936,54.84804766
ENSG00000110455,804.8731513,1.074260019,0.335005358,3.206695037,0.001342693,0.012953289,ACCS,1236.102769,1441.196687,1321.426261,696.7597176,783.2355848,801.2954802,263.6044784,731.6201196,372.0493852,401.4410297
ENSG00000248019,1158.050453,1.074386942,0.212346661,5.059589521,4.20E-07,4.66E-05,FAM13A-AS1,1728.040865,1691.889359,1586.395305,1302.637733,1544.408195,770.2957723,543.3951967,912.7542848,799.3329928,701.3548222
ENSG00000198947,1802.441399,1.074858947,0.350562707,3.066096098,0.002168736,0.017973317,DMD,2273.889985,1886.490977,4032.657892,1987.27989,1936.025988,2489.370484,649.7619161,975.4934928,1058.829623,734.6137447
ENSG00000091656,3123.64652,1.074882196,0.227782901,4.718888863,2.37E-06,0.000169929,ZFHX4,4219.50034,4448.364039,3810.425792,4081.59823,4573.240875,1945.466518,1411.671351,2374.982601,1668.49038,2702.725072
ENSG00000204113,217.9916667,1.074944091,0.294494385,3.650134415,0.000262103,0.00433175,BMP2KL,349.4589604,256.4162493,365.8282276,234.2728326,252.3452676,237.6644273,72.83807956,137.6214886,113.5949103,159.876224
ENSG00000187800,661.860054,1.07520474,0.40534751,2.652550499,0.007988618,0.043472197,PEAR1,881.8303243,675.3820852,1646.227024,519.0354998,730.836021,1022.050976,307.5385581,310.6602721,327.2367141,197.8030655
ENSG00000248309,253.6082639,1.076798856,0.383829321,2.805410626,0.005025252,0.031879708,MEF2C-AS1,431.2881936,270.1528341,253.0026995,279.7136837,479.1802213,272.4216756,68.21343959,213.5156919,110.4684449,158.1257544
ENSG00000267345,28.41015379,1.076976595,0.339690279,3.170466334,0.001521945,0.014088839,LOC105372390,38.50787443,33.19674656,32.48007629,39.38207099,48.95222405,20.66647194,18.49855989,20.23845421,18.75879253,13.42026698
ENSG00000222046,156.2881543,1.07791792,0.347503964,3.101886691,0.001922915,0.016557513,DCDC2B,161.7330726,228.9430797,329.9291959,150.4597071,192.3615565,180.3619369,69.36959958,128.5141842,50.02344675,71.18576398
ENSG00000123612,61.52957825,1.077957021,0.366775391,2.939011308,0.003292611,0.023833791,ACVR1C,82.79193001,64.10406232,88.89284036,127.2343832,50.33115994,65.75695617,33.5286398,32.38152673,27.09603366,43.17825028
ENSG00000221962,718.3220212,1.082530887,0.315728207,3.428679674,0.000606525,0.007532922,TMEM14EP,908.7858364,1159.596699,759.0080985,805.8177603,1237.59496,685.7511144,240.4812785,583.8794039,448.1267105,354.1783503
ENSG00000267254,238.2978635,1.082589278,0.308678314,3.507176339,0.000452889,0.006232581,ZNF790-AS1,320.5780546,252.9821031,415.4030809,265.57653,363.3496067,225.4524212,151.4569591,108.27573,186.5457702,93.35837899
ENSG00000237187,188.5586791,1.083469757,0.399186985,2.714191086,0.006643783,0.038263365,NR2F1-AS1,195.4274627,173.9967406,490.6200997,172.6752344,225.4560178,245.179508,34.68479979,76.90612599,132.3537029,138.2870989
ENSG00000153165,234.9469413,1.084788626,0.37823138,2.868055593,0.00413003,0.027904846,RGPD3,224.3083685,600.9755843,254.7121772,207.0083219,326.8078056,101.4535895,123.7091193,235.7779915,88.58318695,186.1332681
ENSG00000178026,145.6067819,1.085228839,0.380416586,2.852737972,0.004334435,0.028815676,LRRC75B,130.926773,258.7056801,396.5988262,100.9796692,138.5830568,94.87789391,77.46271953,135.5976432,55.23422245,67.1013349
ENSG00000241769,77.18414347,1.086132784,0.307815961,3.528513528,0.000417901,0.005923736,EOLA1-DT,96.26968606,119.0504015,140.1771713,91.89149899,79.2888136,51.66617985,38.15327977,68.81074431,52.10775703,34.42590225
ENSG00000143842,967.7937499,1.087425415,0.386319687,2.814833033,0.004880258,0.031152141,SOX13,1060.89194,1343.895878,2292.409595,851.2586115,1119.695942,972.2635663,815.0927951,640.5470757,295.9720599,285.9100357
ENSG00000245812,139.2859112,1.089249795,0.376662187,2.891848006,0.003829832,0.026513536,LINC02202,188.6885847,139.6552786,317.9628521,172.6752344,130.9989094,137.1502229,36.99711978,95.12073478,109.4262898,64.18388556
ENSG00000147465,37.57073725,1.091088114,0.367802526,2.966505222,0.003012052,0.022408107,STAR,43.32135873,50.36747754,83.76440726,28.27430738,51.02062788,36.63601844,23.12319986,19.2265315,21.88525795,18.08818593
ENSG00000123453,90.07612855,1.091547777,0.382947057,2.850388212,0.00436659,0.028977484,SARDH,117.449017,157.970725,211.9752347,43.42125776,68.25732649,92.99912373,13.87391992,47.56036739,32.30680936,114.9475041
ENSG00000225868,42.17173231,1.092696744,0.384265827,2.843595934,0.004460758,0.029368382,WDR87BP,36.5824807,99.59023968,47.86537558,49.48003792,54.4679676,27.24216756,15.03007991,37.44114028,16.67448225,37.3433516
ENSG00000188316,90.25663709,1.09298981,0.357591921,3.056528254,0.002239164,0.018371065,ENO4,136.7029542,114.4715399,121.3729166,107.0384494,133.7567812,80.78711758,30.06015982,93.09688936,33.3489645,51.93059831
ENSG00000219547,26.69890159,1.093400649,0.372071212,2.938686505,0.003296063,0.023848454,RPL17P25,56.79911478,33.19674656,27.35164319,35.34288423,29.64712161,16.90893159,17.3423999,15.17884066,17.71663739,17.50469606
ENSG00000008128,40.58330266,1.093919235,0.380978396,2.871341905,0.004087332,0.027735717,CDK11A,61.61259908,62.95934693,41.02746478,47.46044453,55.15743555,13.15139123,40.46559976,44.52459926,26.05387852,13.42026698
ENSG00000141579,81.60850698,1.095646287,0.395854027,2.767803821,0.005643542,0.034340472,ZNF750,94.34429234,81.2747933,256.4216549,70.68576845,66.18892266,60.12064564,47.40255971,55.65574907,48.98129161,35.00939212
ENSG00000165966,398.0695302,1.095964549,0.383810414,2.855484134,0.004297127,0.028599544,PDZRN4,250.3011838,621.5804615,519.6812206,444.3105445,845.2876998,215.1191852,441.6531173,315.7198856,187.5879253,139.4540786
ENSG00000197054,41.76442166,1.098237237,0.358882367,3.060159363,0.002212192,0.018211946,ZNF763,71.23956769,60.66991613,46.15589788,39.38207099,64.80998677,34.75724826,18.49855989,16.19076337,29.18034394,36.75986173
ENSG00000188277,173.450904,1.098504717,0.302878538,3.626882004,0.000286864,0.004637432,C15orf62,220.4575811,282.7447035,343.6050175,151.4695038,194.4299603,157.8166948,105.2105594,124.4664934,85.45672153,68.85180451
ENSG00000248858,96.07429105,1.099042501,0.349566432,3.144016127,0.001666463,0.01502343,FLJ46284,160.7703757,147.6682864,73.50754107,142.3813336,129.6199735,99.57481935,46.24639972,72.85843515,43.77051591,44.34523002
ENSG00000100065,226.8618084,1.100039792,0.348416642,3.15725387,0.001592626,0.014551738,CARD10,206.979825,321.665027,680.3721243,162.5772674,206.8403833,283.6942966,97.11743941,88.0372758,125.0586169,96.27582834
ENSG00000233382,59.14569854,1.100712697,0.340824618,3.229557489,0.00123982,0.012250255,NKAPP1,104.9339578,64.10406232,99.14970655,56.54861476,78.59934566,47.9086395,28.90399983,52.61998094,31.26465422,27.42402383
ENSG00000140326,861.7775252,1.101033918,0.293099214,3.756522927,0.00017229,0.003246511,CDAN1,1004.092826,1528.195057,1632.551203,723.0144316,1050.749147,824.7801074,526.0527968,562.629027,441.8737796,323.8368771
ENSG00000136367,126.330448,1.102207821,0.336833347,3.27226455,0.001066897,0.011077742,ZFHX2,174.2481318,215.2064949,201.7183685,127.2343832,139.2725248,153.1197694,92.49279944,61.72728533,41.68620562,56.59851726
ENSG00000167105,73.90321062,1.103686442,0.375959163,2.935655122,0.003328441,0.024010456,TMEM92,65.46338652,122.4845477,126.5013497,67.65637837,124.7936979,34.75724826,24.27935985,75.89420328,45.85482619,51.34710845
ENSG00000115361,603.6937728,1.105945865,0.421363322,2.624684704,0.008672924,0.046093753,ACADL,450.5421308,874.5625646,562.418163,764.416096,1317.573242,216.9979554,284.4153583,970.4338793,425.1992974,170.3790417
ENSG00000226450,41.29152697,1.106536385,0.426335404,2.595459762,0.009446446,0.048881281,CYP2D8P,35.61978384,82.4195087,114.5350058,33.32329084,28.26818572,27.24216756,25.43551985,33.39344944,14.59017197,18.08818593
ENSG00000284484,58.06535028,1.10675777,0.345400849,3.204270553,0.001354052,0.013024937,CPHXL2,102.0458672,58.38048533,99.14970655,63.61719161,72.39413416,31.939093,34.68479979,27.32191318,62.52930844,28.59100357
ENSG00000106479,766.2939435,1.108930245,0.223934661,4.952025916,7.34E-07,7.27E-05,ZNF862,921.3008956,1383.960917,1319.716784,775.5238596,869.4190778,662.2664872,389.6259176,515.0686596,425.1992974,400.8575398
ENSG00000146966,277.2397736,1.109760958,0.253775113,4.373009419,1.23E-05,0.000546985,DENND2A,361.0113227,459.0308749,437.626291,301.929211,339.2182286,181.301322,131.8022392,227.6826098,198.0094767,134.7861597
ENSG00000242882,34.0677553,1.110433644,0.381802943,2.908394671,0.003632895,0.025650547,RPL5P11,55.83641792,25.18373877,54.70328637,37.36247761,59.98371116,22.54524212,20.81087987,16.19076337,32.30680936,15.75422646
ENSG00000288596,124.7524773,1.113948742,0.299783773,3.715840696,0.000202529,0.003621712,C8orf44,160.7703757,148.8130018,244.455311,136.3225534,157.1986913,142.7865334,63.58879962,52.61998094,75.03517012,65.93435516
ENSG00000129946,231.5664226,1.114723123,0.335840593,3.319203052,0.000902748,0.009832264,SHC2,170.3973443,543.7398144,692.3384682,154.4988939,126.1726338,205.7253343,109.8351993,80.95381683,118.805686,113.1970345
ENSG00000130649,106.5446022,1.115042935,0.37530014,2.971069863,0.002967643,0.022177828,CYP2E1,122.2625013,239.2455183,170.9477699,118.146213,87.56242893,52.60556494,89.02431946,95.12073478,33.3489645,57.18200713
ENSG00000136153,598.1065527,1.115512837,0.306835688,3.635538114,0.000277401,0.004518756,LMO7,874.1287495,717.736555,863.2862381,798.7491835,825.9825973,325.9666256,166.487039,425.0075384,409.5669703,574.1540308
ENSG00000117834,218.8871323,1.117283088,0.275487518,4.055657758,5.00E-05,0.001427494,SLC5A9,256.0773649,386.9138047,364.1187499,276.6842936,219.2508063,172.8468562,190.7663988,89.04919851,89.62534209,143.5385077
