,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,1484,1506,1510,1585,1589,1615,CSA-3-S-055,CSA-3-S-090,CSA-3-S-30,CSA-3-S-31
ENSG00000236782,131.2756342,-0.918497269,0.337996601,-2.71747487,0.006578215,0.037995852,ZNF593OS,49.09753989,109.8926783,97.44022886,108.0482461,87.56242893,123.9988316,287.8838383,138.6334113,162.5762019,147.6229368
ENSG00000134215,339.5578474,-0.918467693,0.337019235,-2.725267866,0.006424934,0.037385766,VAV3,292.6598456,201.4699102,124.791872,323.1349415,259.2399471,335.3604765,403.4998376,244.8852959,639.8832563,570.6530916
ENSG00000111328,1361.022898,-0.918128507,0.297607263,-3.085033939,0.002035289,0.01718266,CDK2AP1,835.620875,1043.980444,646.1825703,1372.313705,796.3354757,898.9915294,2194.391667,1902.414696,1811.265634,2108.732385
ENSG00000091127,359.0673919,-0.917958745,0.343887277,-2.669359426,0.007599608,0.042022687,PUS7,211.7933093,277.0211265,160.6909037,313.0369746,259.2399471,353.2087932,943.4265543,282.3264362,463.7590376,326.1708366
ENSG00000198830,2054.749867,-0.91771973,0.300303324,-3.055975926,0.002243293,0.018371581,HMGN2,1522.023737,1231.713769,1041.071919,1814.604656,1572.676381,1499.258601,2072.994867,2417.483355,3455.786446,3919.884938
ENSG00000139684,1043.741769,-0.917353752,0.346266913,-2.649267711,0.00806664,0.043794139,ESD,788.4487289,487.6487598,377.7945715,1117.844938,1006.623199,691.3874249,890.2431946,1657.5294,1563.232711,1856.664762
ENSG00000171222,292.710185,-0.917351129,0.264542497,-3.467689087,0.000524954,0.006855508,SCAND1,180.0243129,238.1008029,148.7245598,253.4589697,187.5352809,245.179508,502.929597,340.0060307,431.4522282,399.6905601
ENSG00000149923,463.9624268,-0.917242457,0.244629875,-3.749511207,0.00017718,0.003313503,PPP4C,363.8994133,339.9804734,223.9415786,382.7129463,299.2290878,511.025488,617.3894363,467.5082922,679.4851517,754.4524002
ENSG00000120509,280.7629769,-0.916939296,0.315002604,-2.910894339,0.003603959,0.025488496,PDZD11,180.0243129,180.865033,99.14970655,319.0957547,206.8403833,340.0574019,298.2892782,299.5291223,415.8199011,467.9588747
ENSG00000134285,266.2542014,-0.916686024,0.234942087,-3.901753131,9.55E-05,0.002169537,FKBP11,180.9870098,238.1008029,145.3056044,189.8417781,166.1617746,394.541737,423.1545574,276.2548999,307.4357665,340.7580833
ENSG00000149084,1186.85324,-0.9162966,0.257286987,-3.561379497,0.000368911,0.00544123,HSD17B12,954.9952858,526.5690834,434.2073356,1137.031075,1225.184537,856.7192004,1544.629751,1716.220917,1880.047874,1592.927342
ENSG00000138663,427.144649,-0.916038824,0.314641638,-2.911371901,0.003598454,0.025461648,COPS4,300.3614205,246.1138107,150.4340375,438.2517644,377.1389656,312.8152344,385.0012777,610.1893944,837.892733,613.247852
ENSG00000134291,498.7022155,-0.915602061,0.35120529,-2.607028102,0.009133186,0.047790115,TMEM106C,381.2279568,236.9560875,242.7458333,482.6828188,418.5070422,288.3912221,361.8780778,751.8585738,1008.806176,813.9683668
ENSG00000181788,483.1973781,-0.915442489,0.29392467,-3.114547988,0.00184227,0.016086135,SIAH2,301.3241174,310.217873,223.9415786,430.1733909,424.0227858,342.8755572,659.011196,640.5470757,621.1244638,878.7357423
ENSG00000107566,692.1634688,-0.915290362,0.276176517,-3.314149848,0.000919222,0.009949897,ERLIN1,538.1475451,319.3755962,393.1798708,627.0837458,558.4690349,665.0846424,943.4265543,645.6066892,1018.185572,1213.075437
ENSG00000197170,794.4508241,-0.913906575,0.259685302,-3.519284955,0.000432712,0.006061624,PSMD12,594.9466599,483.0698982,273.5164319,661.4168334,777.0303733,657.5695617,1402.422072,853.0508449,1293.314529,948.1710366
ENSG00000105171,244.8380489,-0.913763105,0.317925155,-2.874145346,0.004051225,0.027559793,POP4,182.9124035,122.4845477,85.47388496,276.6842936,213.7350627,232.0281168,304.0700782,239.8256824,394.9767983,396.1896209
ENSG00000126581,964.5311491,-0.913327948,0.224563984,-4.067116781,4.76E-05,0.001378919,BECN1,634.4172312,641.0406232,541.9044307,819.954914,708.0835788,895.233989,1727.30303,1197.104566,1141.159879,1339.109249
ENSG00000116260,1475.313234,-0.913015355,0.277354687,-3.291869206,0.000995239,0.01052514,QSOX1,1217.811529,1038.256867,832.5156395,1065.33551,965.2551221,1293.533266,2999.079022,1414.667949,1658.068829,2268.60861
ENSG00000086504,247.7030814,-0.912388667,0.266617612,-3.42208701,0.000621424,0.007648496,MRPL28,130.926773,155.6812942,198.2994131,229.2238491,146.1672042,268.6641352,379.2204777,240.8376051,323.0680936,404.9419689
ENSG00000167977,247.3288322,-0.911574781,0.226529259,-4.024092886,5.72E-05,0.001554233,KCTD5,173.2854349,183.1544638,135.0487382,188.8319814,175.8143258,315.6333896,317.9439981,241.8495278,344.9533515,396.7731107
ENSG00000107949,615.3765858,-0.911255869,0.209362002,-4.352537038,1.35E-05,0.000581847,BCCIP,414.9223469,391.4926663,341.8955398,500.8591593,490.2117084,567.3885933,991.985274,735.6678104,863.9466116,855.3961475
ENSG00000069535,646.0020729,-0.910783389,0.324745029,-2.804610715,0.005037738,0.031918167,MAOB,509.2666393,338.835758,246.1647887,709.8870746,490.9011764,384.2085011,1311.085432,905.6708258,611.7450675,952.2554657
ENSG00000178607,910.3107313,-0.910770108,0.282249727,-3.226823703,0.001251726,0.012347432,ERN1,780.747154,725.7495627,454.721068,591.7408616,610.1791307,792.8410144,1506.476471,852.0389221,1197.436257,1591.176872
ENSG00000143933,3961.078702,-0.910695092,0.308945474,-2.947753465,0.003200922,0.023329337,CALM2,2739.835265,1996.383655,1463.312911,4238.116717,3707.269137,2566.400061,3625.717738,7564.12226,6175.811363,5533.817915
ENSG00000100353,1636.79374,-0.910095066,0.278416041,-3.268831287,0.001079927,0.01116378,EIF3D,1215.886135,1035.967436,615.4119717,1526.812599,1396.862055,1302.927117,2219.827187,1994.499662,2340.680446,2719.062788
ENSG00000129187,972.9338813,-0.90981384,0.264101405,-3.444941305,0.000571183,0.00721054,DCTD,623.8275657,651.3430618,435.9168133,1016.865269,670.8523098,796.5985548,1588.56383,1191.03303,1327.705649,1426.632729
ENSG00000129518,401.5538218,-0.90895115,0.345416292,-2.631465776,0.008501743,0.045425179,EAPP,289.7717551,203.759341,123.0823943,397.8598967,446.08576,246.1188931,527.2089568,530.2475002,547.1314488,704.2722715
ENSG00000164332,372.1055296,-0.908853587,0.329766121,-2.756055064,0.005850315,0.03509277,UBLCP1,279.1820896,206.0487718,102.568662,428.1537975,331.6340812,264.9065949,495.992637,443.2221471,579.4382582,589.9082573
ENSG00000069956,1099.757799,-0.9081383,0.295656846,-3.071595709,0.002129179,0.017759044,MAPK6,707.5821926,855.1024028,543.6139084,897.7092593,774.9619694,638.78186,1275.244472,1862.94971,1873.794943,1567.837277
ENSG00000185164,476.1584855,-0.907936134,0.272665103,-3.329858217,0.000868902,0.009603995,NOMO2,329.2423263,378.900797,365.8282276,279.7136837,305.4342993,607.782152,927.2403144,374.4114028,639.8832563,553.1483955
ENSG00000071553,1036.365073,-0.907647001,0.297371416,-3.052233513,0.002271453,0.018478153,ATP6AP1,970.3984355,649.053631,482.0727112,835.1018644,706.704643,913.0823057,1779.330229,888.4681397,1313.115477,1826.323289
ENSG00000106263,1876.358714,-0.907532102,0.253834795,-3.575286446,0.000349845,0.005240638,EIF3B,1187.967926,1478.972295,1389.805369,1268.304645,1203.811031,1909.769884,3745.958377,1842.711256,2157.261141,2579.02522
ENSG00000129038,492.6101152,-0.906284678,0.319205975,-2.839184571,0.004522899,0.029677503,LOXL1,258.9654555,559.7658299,357.2808391,338.2818919,234.4191011,603.0852266,546.8636767,389.5902435,1003.5954,634.2534873
ENSG00000104774,718.3778856,-0.906089397,0.285683347,-3.171656335,0.001515723,0.014049655,MAN2B1,635.379928,465.8991673,317.9628521,689.6911407,415.7491704,783.4471635,1064.823354,640.5470757,981.7101424,1188.568863
ENSG00000164023,1469.826053,-0.906049789,0.346704359,-2.613321024,0.008966703,0.047142171,SGMS2,1326.596274,983.3105274,328.2197182,1606.586537,994.2127757,899.9309145,1855.636789,2452.90065,2166.640537,2084.225811
ENSG00000198018,657.5775302,-0.905803316,0.31186343,-2.904487123,0.003678553,0.025905428,ENTPD7,405.2953783,515.1219294,432.4978579,559.4273674,373.6916258,722.3871328,742.2547155,431.0790746,1262.049875,1131.970345
ENSG00000104695,1055.473249,-0.905765936,0.244726675,-3.70113285,0.000214639,0.003768192,PPP2CB,738.3884921,638.7511924,420.531514,1003.737912,898.3767315,755.2656109,1712.27295,1605.921341,1407.951595,1373.535151
ENSG00000185651,631.0984282,-0.905492549,0.285231994,-3.174582682,0.001500521,0.013954213,UBE2L3,455.3556151,374.3219354,410.2746478,472.5848519,485.3854328,634.0849345,1094.883513,489.7705918,737.8458395,1156.47692
ENSG00000157654,3218.712863,-0.905248103,0.276993932,-3.268115283,0.001082663,0.011175267,PALM2AKAP2,2663.782213,1921.977154,1806.917928,2509.34478,2375.906536,3717.146794,6453.685081,2773.680149,3166.067317,4798.62068
ENSG00000139433,638.1420869,-0.90505626,0.246518784,-3.671348062,0.000241274,0.004105247,GLTP,412.9969532,404.0845357,305.9965082,588.7114715,508.137875,517.6011836,1238.247353,778.1685643,822.2604059,805.2160188
ENSG00000124207,1356.999839,-0.90450057,0.276842028,-3.267208294,0.001086137,0.011191214,CSE1L,960.7714669,1017.651989,541.9044307,1104.717581,1129.348493,1141.352882,1604.75007,1580.623274,2322.963808,2165.914393
ENSG00000125977,883.0565622,-0.904386899,0.278709865,-3.244904515,0.0011749,0.011788547,EIF2S2,440.9151622,497.9511984,623.9593602,812.8863372,692.9152841,659.4483319,1298.367672,1003.827329,1465.270128,1335.02482
ENSG00000070081,1348.63459,-0.903876006,0.300651087,-3.006395268,0.002643651,0.020495736,NUCB2,821.1804221,812.747933,502.5864436,1520.753818,1127.280089,981.6574171,1809.390389,1536.098674,2380.282341,1994.368371
ENSG00000005059,828.6992521,-0.903363498,0.314092927,-2.876102644,0.004026188,0.027427023,MCUB,602.6482348,629.5934693,230.7794894,747.2495522,703.2573032,593.6913757,1284.493752,976.5054155,1321.452718,1197.321211
ENSG00000104823,309.3427392,-0.903353259,0.284300954,-3.177454196,0.001485742,0.013878087,ECH1,225.2710654,190.0227562,145.3056044,279.7136837,242.0032485,430.2383704,385.0012777,238.8137597,461.6747273,495.3828985
ENSG00000169299,468.03667,-0.903200222,0.312379561,-2.891355049,0.003835845,0.026542836,PGM2,325.3915389,307.9284422,184.6235915,469.5554618,359.9022669,487.5408608,450.9023973,475.6036739,752.4360115,866.482455
ENSG00000084090,1410.77495,-0.902795871,0.250560004,-3.603112457,0.000314429,0.004921549,STARD7,1134.056902,651.3430618,692.3384682,1457.136627,1109.353922,1526.500768,1943.504948,1376.214886,2295.867775,1921.432138
ENSG00000088205,1194.950657,-0.902777135,0.30058284,-3.003422066,0.002669619,0.020606252,DDX18,952.1071952,736.0520013,367.5377053,1106.737175,1126.590621,1002.323889,1454.449271,1431.870635,1835.235203,1936.602874
ENSG00000147383,134.9386413,-0.902695312,0.262006867,-3.445311647,0.000570401,0.007205506,NSDHL,116.4863201,75.55121631,82.05492956,105.018856,91.6992366,152.1803843,167.643199,150.7764838,164.6605122,243.3152752
ENSG00000106554,487.4367486,-0.902495603,0.263603017,-3.42369223,0.000617765,0.007628661,CHCHD3,335.0185075,329.6780348,193.17098,499.8493626,361.2812028,507.2679476,637.0441561,553.5217226,721.1713573,736.3642143
ENSG00000063046,7484.767751,-0.902492113,0.284306932,-3.17435845,0.001501681,0.013954213,EIF4B,5452.715019,4009.938041,2953.977464,7031.214367,7384.201684,5373.282704,9040.014985,11375.02319,10046.37556,12180.9345
ENSG00000163964,276.7779647,-0.902013338,0.235940251,-3.82305831,0.000131807,0.002721021,PIGX,223.3456717,120.1951169,129.9203051,273.6549036,243.3821844,263.9672098,456.6831972,334.9464171,371.0072301,350.6774111
ENSG00000071054,3802.150005,-0.901993945,0.254761478,-3.54054291,0.000399305,0.005745103,MAP4K4,2777.380443,2205.866573,2300.956983,3818.041293,2222.844653,3983.932159,6242.107802,3748.161719,4774.112699,5948.095722
ENSG00000122958,968.4838444,-0.901320512,0.311290461,-2.895432484,0.003786365,0.026356958,VPS26A,825.0312096,538.0162374,299.1585974,973.4440112,873.5558855,728.0234433,1023.201594,1423.775254,1424.626077,1576.006135
ENSG00000134954,4125.790125,-0.901218975,0.26959849,-3.34281908,0.000829319,0.00928352,ETS1,2911.195307,2632.845417,1786.404196,4088.666807,3161.899993,3560.269484,5181.909089,5107.173919,5674.534741,7153.0023
ENSG00000166012,1545.542336,-0.900968059,0.293395239,-3.070833939,0.002134618,0.017784509,TAF1D,958.8460732,937.5219115,716.271156,1503.587275,1342.394088,1393.108086,1546.942071,1783.007816,2478.244924,2795.499961
ENSG00000133065,666.0755698,-0.900311338,0.264596699,-3.402579631,0.000667529,0.008034151,SLC41A1,561.2522698,423.5446975,401.7272593,500.8591593,439.8805485,690.4480398,1358.487992,777.1566416,597.1548956,910.2441952
ENSG00000010256,746.2339671,-0.900278836,0.243067934,-3.703815729,0.000212381,0.003746192,UQCRC1,501.5650644,400.6503895,516.2622652,625.0641524,567.4321182,712.9932819,954.9881542,827.7527771,1036.944365,1318.687103
ENSG00000147164,664.4785124,-0.900212961,0.276013969,-3.261476095,0.001108338,0.011326551,SNX12,557.4014823,298.770719,329.9291959,667.4756135,525.3745736,642.5394003,897.1801546,705.3101291,890.0004901,1130.803366
ENSG00000111358,338.4449337,-0.900125516,0.25580554,-3.5187882,0.000433523,0.006070132,GTF2H3,252.2265775,215.2064949,152.1435152,286.7822606,281.9923892,263.0278247,542.2390367,374.4114028,526.288346,490.1314897
ENSG00000067955,1010.637353,-0.899999953,0.302488124,-2.975323267,0.002926799,0.022010063,CBFB,766.3067011,538.0162374,358.9903168,1158.236806,827.3615332,770.2957723,1301.836152,1124.246131,1666.40607,1594.677811
ENSG00000254986,274.6674908,-0.898774619,0.337418202,-2.66368149,0.007729071,0.042485975,DPP3,170.3973443,204.9040564,302.5775528,175.7046244,123.414762,321.2697002,499.461117,154.8241747,375.1758506,418.9457257
ENSG00000121774,2075.343317,-0.898759722,0.24930456,-3.605067318,0.000312072,0.004896246,KHDRBS1,1650.062419,1242.016208,1041.071919,1718.67397,1668.512425,1589.439569,2867.276783,2794.930526,2699.181814,3482.267536
ENSG00000165637,749.1825592,-0.898307562,0.260803842,-3.444380092,0.00057237,0.007218947,VDAC2,554.5133917,463.6097365,379.5040492,561.4469608,677.0575213,580.5399845,1172.346233,822.6931635,1053.618847,1226.495704
ENSG00000163637,2897.932217,-0.898278664,0.295441507,-3.040461965,0.002362155,0.018928684,PRICKLE2,1932.132599,1712.494236,1668.450234,2335.659749,2474.500452,2046.920107,6275.636442,3487.08566,2755.458192,4290.984494
ENSG00000110321,10121.12468,-0.898172626,0.233563406,-3.845519475,0.000120297,0.002545763,EIF4G2,7927.808647,6735.505406,4579.690756,9212.375222,7187.70332,9137.398753,15751.52374,12200.75212,13381.27201,15097.21686
ENSG00000116161,575.8598388,-0.898099331,0.282792378,-3.175825802,0.001494106,0.013922886,CACYBP,472.6841586,322.8097424,215.3941901,564.4763509,491.5906443,508.2073327,647.4495961,675.9643705,946.2768677,913.7451344
ENSG00000241468,160.9844056,-0.897918744,0.282053955,-3.183499924,0.001455062,0.013700563,ATP5MF,132.8521668,77.84064711,116.2444835,127.2343832,106.8675314,218.8767255,219.6703987,127.5022615,212.5996487,270.1558092
ENSG00000135269,850.0109452,-0.897495126,0.300406948,-2.987597762,0.002811794,0.021426269,TES,683.5147711,478.4910366,324.8007629,775.5238596,785.3039886,818.2044118,663.635836,1150.556122,1607.003227,1213.075437
ENSG00000159352,893.983225,-0.897022065,0.256174143,-3.501610481,0.000462455,0.006309286,PSMD4,558.3641792,533.4373758,437.626291,911.846413,712.2203865,702.660046,1286.806072,1166.746885,1258.92341,1371.201191
ENSG00000145817,952.2656419,-0.896518468,0.324153688,-2.7657204,0.005679721,0.034469595,YIPF5,617.0886877,444.1495747,439.3357687,1089.570631,814.2616423,497.8740967,1105.288953,1372.167195,1629.93064,1512.98923
ENSG00000132676,672.4063243,-0.896013572,0.231390132,-3.872306757,0.00010781,0.002363574,DAP3,441.877859,388.0585201,427.3694248,625.0641524,477.1118175,760.9019214,1026.670074,659.7736072,897.2955761,1019.94029
ENSG00000105669,393.7385448,-0.895843408,0.256137916,-3.497504087,0.000469634,0.006369324,COPE,252.2265775,347.9934812,253.0026995,290.8214473,234.4191011,433.9959107,721.4438356,381.4948618,440.8316245,581.1559092
ENSG00000065183,532.8173213,-0.895552888,0.263347046,-3.400656667,0.000672242,0.008064199,WDR3,388.9295317,231.2325105,319.6723298,435.2223743,518.4798941,519.4799538,842.8406349,516.0805823,754.5203218,801.7150796
ENSG00000182199,1095.527843,-0.895193202,0.333950898,-2.680613247,0.007348739,0.041028825,SHMT2,645.0068966,1263.7658,543.6139084,782.5924364,615.6948743,754.3262258,1795.516469,1127.281899,1548.642539,1878.837377
ENSG00000138085,753.561307,-0.895057472,0.269094067,-3.326188056,0.000880425,0.009686874,ATRAID,616.1259908,378.900797,369.247183,727.0536183,594.321368,513.8436432,1012.796154,1032.161165,1073.419795,1217.743356
ENSG00000105656,653.3576849,-0.894760277,0.333366351,-2.684014974,0.007274385,0.040753507,ELL,387.004138,504.8194908,774.3933977,327.1741283,353.0075875,545.7827362,1344.614072,617.2728533,704.496875,975.0115706
ENSG00000076053,599.5829652,-0.894735343,0.297025189,-3.012321431,0.002592579,0.020205173,RBM7,468.8333711,331.9674656,234.1984448,516.0061097,599.1476436,433.0565256,616.2332763,1029.125396,809.7545442,957.5068745
ENSG00000112110,336.9612071,-0.894710706,0.288823992,-3.097771413,0.001949818,0.016726349,MRPL18,212.7560062,185.4438946,136.7582159,384.7325397,286.8186648,278.0579861,458.9955172,426.0194611,473.1384338,526.8913514
ENSG00000155542,77.99179125,-0.894072327,0.3373092,-2.650601666,0.008034854,0.043660044,SETD9,79.90383943,33.19674656,47.86537558,52.50942799,52.39956377,31.939093,129.4899192,129.5261069,139.6487888,83.43905122
ENSG00000162129,527.3154521,-0.893993108,0.331205736,-2.699207802,0.006950476,0.039450437,CLPB,346.5708698,503.6747754,335.057629,323.1349415,341.9761004,790.0228591,1101.820473,299.5291223,602.3656713,629.0020785
ENSG00000009844,578.8671261,-0.893135296,0.303980276,-2.938135686,0.003301925,0.023873485,VTA1,427.4374061,279.3105573,229.0700117,630.1131359,530.8903171,432.1171406,594.2662364,712.3935881,1075.504105,877.5687625
ENSG00000131475,297.3289649,-0.893100023,0.270801299,-3.297990175,0.000973795,0.01036435,VPS25,212.7560062,164.8390174,213.6847124,267.5961234,184.0879411,272.4216756,361.8780778,311.6721948,448.1267105,536.2271893
ENSG00000187109,4747.84134,-0.893053746,0.270024011,-3.307312351,0.000941958,0.010118835,NAP1L1,3285.684385,2565.307208,1817.174794,4273.459601,5012.431955,3072.728623,7115.008597,7732.10143,6079.93309,6524.583712
ENSG00000114956,357.4513004,-0.892978302,0.221100848,-4.038782808,5.37E-05,0.00149549,DGUOK,242.5996089,234.6666567,230.7794894,294.8606341,249.5873959,385.1478861,572.2991965,449.2936834,372.0493852,543.2290678
ENSG00000167971,117.2273482,-0.892849402,0.295007468,-3.026531528,0.00247377,0.019519082,CASKIN1,77.01574885,103.0243859,99.14970655,76.7445486,58.60477527,139.9683781,228.9196786,109.2876527,126.100772,153.4578355
ENSG00000124795,2702.03105,-0.892836584,0.306558041,-2.91245528,0.003585995,0.025403642,DEK,1859.930335,1601.456843,822.2587733,2776.940903,2633.078079,1651.438985,3342.45854,4175.193103,4322.859523,3834.695417
ENSG00000144231,299.6270748,-0.892271726,0.275720444,-3.23614641,0.001211552,0.012046822,POLR2D,201.2036439,163.694302,201.7183685,255.4785631,220.6297422,253.6339738,642.8249561,283.3383589,413.7355908,360.013249
ENSG00000116962,1752.26943,-0.891455196,0.320240537,-2.783705039,0.005374188,0.033237459,NID1,1670.279053,815.0373638,1159.02588,1385.441062,1136.93264,2428.310453,2624.483184,996.7438697,2580.376128,2726.064667
ENSG00000177410,291.4190681,-0.891417325,0.266027177,-3.350850595,0.000805638,0.009103888,ZFAS1,216.6067936,165.9837328,246.1647887,193.8809649,199.2562359,268.6641352,440.4969573,413.8763885,270.9603366,498.3003479
ENSG00000084073,1171.655411,-0.891118916,0.282735134,-3.15177991,0.001622785,0.014729419,ZMPSTE24,871.2406589,595.2520073,425.6599471,1335.961024,975.5971412,713.932667,1693.77439,1452.109089,2106.195539,1546.831642
ENSG00000142192,7158.135277,-0.890758855,0.265702849,-3.352462562,0.000800961,0.009071672,APP,5683.762265,4259.485998,2971.072241,6909.028968,5718.44713,6253.486532,12744.3516,7076.375514,9494.033331,10471.30918
ENSG00000147140,2872.07578,-0.8906034,0.259267103,-3.435080621,0.000592378,0.007418044,NONO,2152.59018,1899.082846,1480.407688,2456.835352,2127.698076,2529.764042,3963.316456,3100.531185,3690.271353,5320.260623
ENSG00000147408,1882.826062,-0.890457066,0.287040523,-3.102199845,0.001920882,0.016547571,CSGALNACT1,1491.217437,1119.53166,866.7051935,2011.515011,1193.469012,1324.532974,3075.385581,2147.299991,2586.629059,3011.974702
ENSG00000106635,356.4043574,-0.890372362,0.304845837,-2.920729939,0.003492124,0.024892447,BCL7B,236.8234277,232.3772259,285.4827758,277.6940903,202.0141077,271.4822905,806.9996751,453.3413743,363.7121441,434.1164623
ENSG00000111906,495.6824655,-0.890044139,0.212323247,-4.191929762,2.77E-05,0.000943933,HDDC2,321.5407515,264.4292571,280.3543427,450.3693247,428.8490614,433.9959107,782.7203153,641.5589984,717.0027367,636.0039569
ENSG00000182774,151.8234032,-0.89002134,0.24833033,-3.5840219,0.000338344,0.005159092,RPS17,131.8894699,65.24877772,123.0823943,100.9796692,111.693807,153.1197694,242.7935985,193.2772377,214.683959,181.4653492
ENSG00000168899,318.9837717,-0.889573661,0.332125735,-2.678424363,0.007396944,0.041238618,VAMP5,175.2108286,164.8390174,143.5961267,430.1733909,228.9033575,332.5423212,338.754878,400.7213933,423.1149871,551.9814158
ENSG00000110422,8101.999977,-0.889486005,0.254344791,-3.497166197,0.000470229,0.0063716,HIPK3,5580.753701,4747.134758,3336.900469,8298.509216,6812.632758,6313.607178,14658.95255,11298.11706,9314.782647,10658.60943
ENSG00000120889,1354.111789,-0.88910742,0.243020214,-3.658573933,0.000253623,0.004247774,TNFRSF10B,1039.712609,1053.138167,1022.267664,880.5427156,750.1411234,1247.503397,2446.434545,1604.909419,1605.961072,1890.507175
ENSG00000139083,1591.319711,-0.888568977,0.295710149,-3.004864662,0.00265699,0.020546014,ETV6,1265.946372,1051.993451,1235.952377,1266.285052,741.1780402,1983.041921,2809.468783,1132.341513,1714.345206,2712.6444
ENSG00000008952,2951.429243,-0.888209285,0.318774373,-2.786325884,0.005330925,0.033045305,SEC62,2156.440968,1488.130018,832.5156395,3264.672706,3005.390769,1511.470607,3817.640297,5397.595737,4092.543237,3947.892452
ENSG00000140280,91.53844572,-0.888026907,0.340774081,-2.605910946,0.009163028,0.047879031,LYSMD2,92.41889862,45.78861595,30.77059859,100.9796692,62.74158294,92.99912373,138.7391992,78.92997141,135.4801683,136.5366293
ENSG00000176014,2617.495457,-0.887789244,0.262472889,-3.382403603,0.000718545,0.008411713,TUBB6,1770.399527,2240.208035,1482.117165,2050.897082,1519.587349,2127.707225,5098.665569,3636.850221,3181.699644,3066.82275
ENSG00000130175,1212.395491,-0.887454879,0.267807857,-3.313774618,0.000920457,0.009956028,PRKCSH,810.5907567,993.612966,829.0966841,818.9451173,805.9880269,1349.896372,2385.158066,1013.946556,1293.314529,1823.40584
ENSG00000167797,162.9299798,-0.887348439,0.295853681,-2.99928139,0.002706172,0.020818323,CDK2AP2,123.2251982,141.9447094,92.31179576,126.2245865,86.18349304,241.4219677,298.2892782,143.6930249,149.0281851,226.9775589
ENSG00000131871,657.2564576,-0.886869574,0.262793262,-3.374780495,0.000738746,0.008575551,SELENOS,402.4072877,444.1495747,302.5775528,579.6233013,556.4006311,444.3291467,1062.511034,1182.937648,788.9114414,808.716958
ENSG00000197006,1113.940916,-0.886847238,0.29427117,-3.013707525,0.002580765,0.020148508,METTL9,903.0096553,586.0942841,422.2409917,1186.511113,940.4342761,835.1133434,1149.223033,1593.778269,1749.778481,1773.225711
ENSG00000169446,961.9993629,-0.886465268,0.290945452,-3.04684353,0.002312581,0.018702666,MMGT1,949.2191046,511.6877832,249.5837441,894.6798692,912.1660904,665.0846424,1709.96063,1361.036045,1159.918671,1206.657048
ENSG00000162736,1216.231604,-0.886132893,0.290781034,-3.047423286,0.002308124,0.018681832,NCSTN,1138.870386,621.5804615,553.8707745,1036.051406,1010.070538,1302.927117,1686.83743,1060.495,1570.527797,2181.085129
ENSG00000142530,93.65016926,-0.886002581,0.295832762,-2.994944087,0.002744952,0.021067715,GARIN5A,44.28405559,73.26178551,71.79806337,77.7543453,62.74158294,88.30219829,149.1446391,91.07304393,128.1850823,149.9568963
ENSG00000114902,510.0595048,-0.885623586,0.318098851,-2.78411438,0.00536741,0.033216213,SPCS1,362.9367165,282.7447035,165.8193368,578.6135046,464.7013945,367.2995695,819.717435,552.5097999,699.2860993,806.9664884
ENSG00000130706,498.2774608,-0.885332601,0.270663327,-3.270973611,0.001071779,0.011109087,ADRM1,320.5780546,405.2292511,379.5040492,383.722743,266.1346265,592.7519906,946.8950343,405.7810069,626.3352395,655.8426124
ENSG00000134287,1764.536295,-0.884158237,0.260956693,-3.388141641,0.000703679,0.008301019,ARF3,1665.465569,782.9853327,933.3748238,1684.340883,1278.963037,1994.314542,2408.281265,1975.273131,2089.521057,2832.843313
ENSG00000072364,5038.892047,-0.883650957,0.257704277,-3.428934005,0.000605957,0.007529626,AFF4,3547.537931,3451.316927,2470.195275,4345.155166,3943.067174,3521.754696,6370.441561,8076.155152,6799.020137,7864.27645
ENSG00000134308,4179.352384,-0.883634485,0.282604079,-3.126757719,0.001767455,0.015676239,YWHAQ,3313.602594,2777.079557,1384.676936,4010.912461,3436.308235,2911.154388,6183.143643,6407.494602,5286.853028,6082.298391
ENSG00000243150,86.58341195,-0.883523393,0.285648107,-3.093048304,0.001981119,0.016898578,MLF1-DT,87.60541432,52.65690834,41.02746478,59.57800484,66.18892266,78.90834741,105.2105594,122.442648,115.6792206,136.5366293
ENSG00000181924,351.6898417,-0.883445666,0.286085569,-3.088046942,0.002014766,0.01707207,COA4,209.8679156,202.6146256,242.7458333,280.7234804,301.2974917,345.6937124,702.9452758,286.374127,453.3374862,491.2984694
ENSG00000121644,1006.12643,-0.88315023,0.273117216,-3.233594139,0.00122243,0.012118607,DESI2,842.3597531,564.3446915,336.7671067,1144.099652,755.656867,816.3256416,1250.965112,1345.857205,1657.026674,1347.861597
ENSG00000157150,370.4793845,-0.882980095,0.277689932,-3.179733913,0.001474103,0.013827257,TIMP4,253.1892743,156.8260096,160.6909037,237.3022227,381.2757732,206.6647194,763.0655954,689.1193658,690.9488582,165.7111227
ENSG00000166889,904.3718559,-0.882823819,0.232657311,-3.7945243,0.000147927,0.002933931,PATL1,806.7399692,584.9495687,488.910622,681.6127672,632.242105,982.5968022,1198.937913,914.7781302,1266.218496,1486.732185
ENSG00000118689,6995.209424,-0.882690949,0.32042769,-2.754727436,0.005874105,0.035162061,FOXO3,4072.20772,4432.338024,4277.113203,5465.019698,6140.401512,3528.330391,13994.16056,9706.362638,7648.376577,10687.78393
